session_id,t1_structured_execution,t2_quality_perfectionism,t3_exploration_innovation,t4_analytical_insight,t5_influence_advocacy,t6_collaboration_harmony,t7_customer_orientation,t8_learning_growth,t9_discipline_trust,t10_pressure_regulation,t11_conflict_integration,t12_responsibility_accountability,theta_estimates,standard_errors,percentiles,norm_group,overall_confidence,dimension_reliability,response_consistency,dominant_talents,supporting_talents,lesser_talents,scoring_algorithm,algorithm_version,computation_time_ms,calibration_version,id,created_at,updated_at,t1_analytical_insight,t2_influence_advocacy,t3_collaboration_harmony,t4_pressure_regulation,t5_conflict_integration,t6_responsibility_accountability,t10_structured_execution,t11_quality_perfectionism,t12_exploration_innovation,t4_structured_execution,t5_quality_perfectionism,t6_exploration_innovation,t7_pressure_regulation,t8_conflict_integration,t9_responsibility_accountability,t10_customer_orientation,t11_learning_growth,t12_discipline_trust,t1_pressure_regulation,t2_conflict_integration,t3_responsibility_accountability,t10_analytical_insight,t11_influence_advocacy,t12_collaboration_harmony,t7_structured_execution,t8_quality_perfectionism,t9_exploration_innovation,t4_customer_orientation,t5_learning_growth,t6_discipline_trust,t1_responsibility_accountability,t6_structured_execution,t7_quality_perfectionism,t8_pressure_regulation,t9_customer_orientation,t10_discipline_trust,t11_exploration_innovation,t12_learning_growth,t1_discipline_trust,t2_structured_execution,t3_conflict_integration,t4_influence_advocacy,t5_exploration_innovation,t6_analytical_insight,t7_learning_growth,t10_quality_perfectionism,t11_customer_orientation,t9_collaboration_harmony,t10_exploration_innovation,t11_analytical_insight,t12_influence_advocacy,t1_exploration_innovation,t2_analytical_insight,t3_learning_growth,t4_discipline_trust,t5_pressure_regulation,t9_influence_advocacy,t10_conflict_integration,t1_customer_orientation,t4_exploration_innovation,t5_collaboration_harmony,t7_discipline_trust,t8_structured_execution,t9_analytical_insight,t2_collaboration_harmony,t3_quality_perfectionism,t6_conflict_integration,t8_customer_orientation,t11_structured_execution,t5_structured_execution,t10_influence_advocacy
v4_ebc60c0a9fde,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,"{""T1"": -1.5, ""T2"": -1.5, ""T3"": -1.5, ""T4"": -1.5, ""T5"": -1.5, ""T6"": -1.5, ""T7"": -1.5, ""T8"": -1.5, ""T9"": -1.5, ""T10"": -1.5, ""T11"": -1.5, ""T12"": -1.5}","{""t1"": 0.4377, ""t2"": 0.4158, ""t3"": 0.3739, ""t4"": 0.3806, ""t5"": 0.337, ""t6"": 0.3093, ""t7"": 0.4591, ""t8"": 0.4609, ""t9"": 0.3221, ""t10"": 0.4435, ""t11"": 0.4838, ""t12"": 0.4703}","{""structured_execution"": 20.0, ""quality_perfectionism"": 20.0, ""exploration_innovation"": 20.0, ""analytical_insight"": 20.0, ""influence_advocacy"": 20.0, ""collaboration_harmony"": 20.0, ""customer_orientation"": 20.0, ""learning_growth"": 20.0, ""discipline_trust"": 20.0, ""pressure_regulation"": 20.0, ""conflict_integration"": 20.0, ""responsibility_accountability"": 20.0}",taiwan_2025,0.9196983071188389,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""structured_execution"", ""quality_perfectionism"", ""exploration_innovation"", ""analytical_insight""]","[""influence_advocacy"", ""collaboration_harmony"", ""customer_orientation"", ""learning_growth""]","[""discipline_trust"", ""pressure_regulation"", ""conflict_integration"", ""responsibility_accountability""]",thurstonian_irt_v4,4.0.0-alpha,0.0,v4_pilot_2025,11,2025-10-02T18:24:04.535782,2025-10-02T18:24:04.535787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_9487851c7349,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,"{""T1"": -1.5, ""T2"": -1.5, ""T3"": -1.5, ""T4"": -1.5, ""T5"": -1.5, ""T6"": -1.5, ""T7"": -1.5, ""T8"": -1.5, ""T9"": -1.5, ""T10"": -1.5, ""T11"": -1.5, ""T12"": -1.5}","{""t1"": 0.4945, ""t2"": 0.4133, ""t3"": 0.4679, ""t4"": 0.4152, ""t5"": 0.3067, ""t6"": 0.4514, ""t7"": 0.477, ""t8"": 0.4665, ""t9"": 0.3001, ""t10"": 0.4061, ""t11"": 0.3921, ""t12"": 0.4176}","{""structured_execution"": 20.0, ""quality_perfectionism"": 20.0, ""exploration_innovation"": 20.0, ""analytical_insight"": 20.0, ""influence_advocacy"": 20.0, ""collaboration_harmony"": 20.0, ""customer_orientation"": 20.0, ""learning_growth"": 20.0, ""discipline_trust"": 20.0, ""pressure_regulation"": 20.0, ""conflict_integration"": 20.0, ""responsibility_accountability"": 20.0}",taiwan_2025,0.9456215323663166,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""structured_execution"", ""quality_perfectionism"", ""exploration_innovation"", ""analytical_insight""]","[""influence_advocacy"", ""collaboration_harmony"", ""customer_orientation"", ""learning_growth""]","[""discipline_trust"", ""pressure_regulation"", ""conflict_integration"", ""responsibility_accountability""]",thurstonian_irt_v4,4.0.0-alpha,0.0,v4_pilot_2025,12,2025-10-02T18:33:02.189001,2025-10-02T18:33:02.189006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_9d509154cf5c,,,,,,,64.2,59.1,42.6,,,,"{""T1"": 1.71, ""T2"": 0.74, ""T3"": 0.73, ""T4"": 0.61, ""T5"": 0.75, ""T6"": -0.22, ""T7"": -0.32, ""T8"": -0.15, ""T9"": -0.9, ""T10"": -0.53, ""T11"": -1.26, ""T12"": -1.94}","{""t1"": 0.4031, ""t2"": 0.3303, ""t3"": 0.343, ""t4"": 0.3788, ""t5"": 0.3026, ""t6"": 0.3873, ""t7"": 0.4529, ""t8"": 0.4621, ""t9"": 0.4798, ""t10"": 0.488, ""t11"": 0.4822, ""t12"": 0.4897}","{""analytical_insight"": 99, ""influence_advocacy"": 99, ""collaboration_harmony"": 99, ""pressure_regulation"": 82.2, ""conflict_integration"": 77.9, ""responsibility_accountability"": 72.5, ""customer_orientation"": 64.2, ""learning_growth"": 59.1, ""discipline_trust"": 42.6, ""structured_execution"": 31.2, ""quality_perfectionism"": 21.6, ""exploration_innovation"": 18.2}",taiwan_2025,0.9377442538860196,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""analytical_insight"", ""influence_advocacy"", ""collaboration_harmony"", ""pressure_regulation""]","[""conflict_integration"", ""responsibility_accountability"", ""customer_orientation"", ""learning_growth""]","[""discipline_trust"", ""structured_execution"", ""quality_perfectionism"", ""exploration_innovation""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,13,2025-10-02T18:48:21.344391,2025-10-02T18:48:21.344396,99.0,99.0,99.0,82.2,77.9,72.5,31.2,21.6,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_37711fd7730a,,,,,,,,,,,,,"{""T1"": 1.25, ""T2"": 1.67, ""T3"": 1.91, ""T4"": 0.36, ""T5"": -0.28, ""T6"": 0.12, ""T7"": -0.53, ""T8"": -0.94, ""T9"": -0.63, ""T10"": -1.72, ""T11"": -1.81, ""T12"": -1.95}","{""t1"": 0.3628, ""t2"": 0.4874, ""t3"": 0.4243, ""t4"": 0.4123, ""t5"": 0.3874, ""t6"": 0.4728, ""t7"": 0.4076, ""t8"": 0.3216, ""t9"": 0.4436, ""t10"": 0.375, ""t11"": 0.4623, ""t12"": 0.3806}","{""analytical_insight"": 95.7, ""influence_advocacy"": 91.1, ""collaboration_harmony"": 85.5, ""structured_execution"": 72.3, ""quality_perfectionism"": 63.9, ""exploration_innovation"": 66.2, ""pressure_regulation"": 46.2, ""conflict_integration"": 39.2, ""responsibility_accountability"": 42.0, ""customer_orientation"": 21.9, ""learning_growth"": 16.3, ""discipline_trust"": 7.3}",taiwan_2025,0.8848576519099711,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""analytical_insight"", ""influence_advocacy"", ""collaboration_harmony"", ""structured_execution""]","[""exploration_innovation"", ""quality_perfectionism"", ""pressure_regulation"", ""responsibility_accountability""]","[""conflict_integration"", ""customer_orientation"", ""learning_growth"", ""discipline_trust""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,14,2025-10-02T18:51:18.988496,2025-10-02T18:51:18.988504,95.7,91.1,85.5,,,,,,,72.3,63.9,66.2,46.2,39.2,42.0,21.9,16.3,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_4157dd8d860b,,,,,,,53.5,59.8,44.7,,,,"{""T1"": 1.74, ""T2"": 0.72, ""T3"": 1.79, ""T4"": 1.55, ""T5"": 0.27, ""T6"": 0.83, ""T7"": -0.39, ""T8"": -0.17, ""T9"": -0.86, ""T10"": -0.95, ""T11"": -0.9, ""T12"": -1.11}","{""t1"": 0.4589, ""t2"": 0.3153, ""t3"": 0.3712, ""t4"": 0.4164, ""t5"": 0.3121, ""t6"": 0.4062, ""t7"": 0.4746, ""t8"": 0.3879, ""t9"": 0.3224, ""t10"": 0.4177, ""t11"": 0.3097, ""t12"": 0.3876}","{""pressure_regulation"": 99, ""conflict_integration"": 99, ""responsibility_accountability"": 99, ""structured_execution"": 82.6, ""quality_perfectionism"": 74.7, ""exploration_innovation"": 78.7, ""customer_orientation"": 53.5, ""learning_growth"": 59.8, ""discipline_trust"": 44.7, ""analytical_insight"": 30.2, ""influence_advocacy"": 38.3, ""collaboration_harmony"": 19.1}",taiwan_2025,0.9475496843844469,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""pressure_regulation"", ""conflict_integration"", ""responsibility_accountability"", ""structured_execution""]","[""exploration_innovation"", ""quality_perfectionism"", ""learning_growth"", ""customer_orientation""]","[""discipline_trust"", ""influence_advocacy"", ""analytical_insight"", ""collaboration_harmony""]",thurstonian_irt_v4,4.0.0-alpha,0.3,v4_pilot_2025,15,2025-10-02T18:52:37.285311,2025-10-02T18:52:37.285351,,,,,,,,,,82.6,74.7,78.7,,,,,,,99.0,99.0,99.0,30.2,38.3,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_4ec45259b2cd,,,,,,,,,,,,,"{""T1"": 0.94, ""T2"": 1.66, ""T3"": 1.7, ""T4"": 1.75, ""T5"": 1.37, ""T6"": 0.45, ""T7"": -0.24, ""T8"": 0.07, ""T9"": -0.84, ""T10"": -0.95, ""T11"": -0.51, ""T12"": -1.26}","{""t1"": 0.3594, ""t2"": 0.4959, ""t3"": 0.3968, ""t4"": 0.4655, ""t5"": 0.3521, ""t6"": 0.3011, ""t7"": 0.4488, ""t8"": 0.482, ""t9"": 0.3421, ""t10"": 0.3353, ""t11"": 0.4511, ""t12"": 0.3432}","{""analytical_insight"": 99, ""influence_advocacy"": 99, ""collaboration_harmony"": 99, ""pressure_regulation"": 89.1, ""conflict_integration"": 79.9, ""responsibility_accountability"": 63.8, ""structured_execution"": 50.9, ""quality_perfectionism"": 51.9, ""exploration_innovation"": 40.9, ""customer_orientation"": 32.6, ""learning_growth"": 27.1, ""discipline_trust"": 24.9}",taiwan_2025,0.9302628198715085,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""analytical_insight"", ""influence_advocacy"", ""collaboration_harmony"", ""pressure_regulation""]","[""conflict_integration"", ""responsibility_accountability"", ""quality_perfectionism"", ""structured_execution""]","[""exploration_innovation"", ""customer_orientation"", ""learning_growth"", ""discipline_trust""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,16,2025-10-02T19:27:51.331173,2025-10-02T19:27:51.331178,99.0,99.0,99.0,89.1,79.9,63.8,,,,,,,,,,32.6,27.1,24.9,,,,,,,50.9,51.9,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_7d3eda97863a,,,,,,,66.0,45.4,51.1,,,,"{""T1"": 1.47, ""T2"": 0.7, ""T3"": 1.43, ""T4"": 1.51, ""T5"": -0.4, ""T6"": -0.16, ""T7"": 0.11, ""T8"": -0.68, ""T9"": -0.39, ""T10"": -0.52, ""T11"": -1.77, ""T12"": -0.7}","{""t1"": 0.4857, ""t2"": 0.3913, ""t3"": 0.3647, ""t4"": 0.311, ""t5"": 0.3861, ""t6"": 0.4304, ""t7"": 0.3467, ""t8"": 0.387, ""t9"": 0.4038, ""t10"": 0.4071, ""t11"": 0.3471, ""t12"": 0.3195}","{""analytical_insight"": 99, ""influence_advocacy"": 99, ""collaboration_harmony"": 99, ""pressure_regulation"": 78.6, ""conflict_integration"": 74.8, ""responsibility_accountability"": 65.1, ""customer_orientation"": 66.0, ""learning_growth"": 45.4, ""discipline_trust"": 51.1, ""structured_execution"": 28.3, ""quality_perfectionism"": 22.7, ""exploration_innovation"": 25.2}",taiwan_2025,0.8512669578471707,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""analytical_insight"", ""influence_advocacy"", ""collaboration_harmony"", ""pressure_regulation""]","[""conflict_integration"", ""customer_orientation"", ""responsibility_accountability"", ""discipline_trust""]","[""learning_growth"", ""structured_execution"", ""exploration_innovation"", ""quality_perfectionism""]",thurstonian_irt_v4,4.0.0-alpha,0.3,v4_pilot_2025,17,2025-10-02T19:47:54.148976,2025-10-02T19:47:54.148996,99.0,99.0,99.0,78.6,74.8,65.1,28.3,22.7,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_921bc01d06c7,,,,,,,46.3,40.9,38.5,,,,"{""T1"": 0.82, ""T2"": 0.99, ""T3"": 1.18, ""T4"": 1.75, ""T5"": 1.5, ""T6"": 1.27, ""T7"": -0.9, ""T8"": -0.85, ""T9"": -0.63, ""T10"": -1.55, ""T11"": -1.29, ""T12"": -1.39}","{""t1"": 0.3911, ""t2"": 0.4595, ""t3"": 0.3529, ""t4"": 0.3637, ""t5"": 0.4901, ""t6"": 0.4781, ""t7"": 0.3532, ""t8"": 0.4695, ""t9"": 0.3673, ""t10"": 0.4681, ""t11"": 0.4827, ""t12"": 0.396}","{""pressure_regulation"": 99, ""conflict_integration"": 99, ""responsibility_accountability"": 99, ""structured_execution"": 88.5, ""quality_perfectionism"": 85.4, ""exploration_innovation"": 81.2, ""customer_orientation"": 46.3, ""learning_growth"": 40.9, ""discipline_trust"": 38.5, ""analytical_insight"": 21.2, ""influence_advocacy"": 12.5, ""collaboration_harmony"": 12.5}",taiwan_2025,0.914026441501002,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""pressure_regulation"", ""conflict_integration"", ""responsibility_accountability"", ""structured_execution""]","[""quality_perfectionism"", ""exploration_innovation"", ""customer_orientation"", ""learning_growth""]","[""discipline_trust"", ""analytical_insight"", ""influence_advocacy"", ""collaboration_harmony""]",thurstonian_irt_v4,4.0.0-alpha,0.3,v4_pilot_2025,18,2025-10-02T20:05:54.093688,2025-10-02T20:05:54.093707,,,,,,,,,,88.5,85.4,81.2,,,,,,,99.0,99.0,99.0,21.2,12.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_381ad696c3f5,,,,,,,,,,24.5,13.7,14.0,"{""T1"": 0.87, ""T2"": 1.21, ""T3"": 1.81, ""T4"": 1.29, ""T5"": 1.67, ""T6"": 1.22, ""T7"": -0.55, ""T8"": -0.83, ""T9"": -0.59, ""T10"": -1.3, ""T11"": -1.79, ""T12"": -1.92}","{""t1"": 0.3614, ""t2"": 0.3166, ""t3"": 0.4829, ""t4"": 0.4877, ""t5"": 0.4263, ""t6"": 0.4527, ""t7"": 0.3478, ""t8"": 0.4518, ""t9"": 0.4298, ""t10"": 0.483, ""t11"": 0.3661, ""t12"": 0.3531}","{""analytical_insight"": 99, ""influence_advocacy"": 99, ""collaboration_harmony"": 99, ""customer_orientation"": 91.6, ""learning_growth"": 86.0, ""discipline_trust"": 89.5, ""structured_execution"": 44.6, ""quality_perfectionism"": 40.3, ""exploration_innovation"": 32.4, ""pressure_regulation"": 24.5, ""conflict_integration"": 13.7, ""responsibility_accountability"": 14.0}",taiwan_2025,0.8677546756959535,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""analytical_insight"", ""influence_advocacy"", ""collaboration_harmony"", ""customer_orientation""]","[""discipline_trust"", ""learning_growth"", ""structured_execution"", ""quality_perfectionism""]","[""exploration_innovation"", ""pressure_regulation"", ""responsibility_accountability"", ""conflict_integration""]",thurstonian_irt_v4,4.0.0-alpha,4.7,v4_pilot_2025,19,2025-10-02T21:01:37.370215,2025-10-02T21:01:37.370233,99.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,44.6,40.3,32.4,91.6,86.0,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_789236b30973,35.3,26.9,37.0,30.6,31.4,39.9,32.5,25.4,30.8,27.8,43.5,31.9,"{""T1"": -0.0, ""T2"": -0.83, ""T3"": -0.42, ""T4"": -0.1, ""T5"": -0.48, ""T6"": -0.37, ""T7"": -0.5, ""T8"": -0.9, ""T9"": -0.33, ""T10"": -0.85, ""T11"": -0.28, ""T12"": -0.28}","{""t1"": 0.3782, ""t2"": 0.4751, ""t3"": 0.4769, ""t4"": 0.4851, ""t5"": 0.373, ""t6"": 0.4123, ""t7"": 0.486, ""t8"": 0.3886, ""t9"": 0.4269, ""t10"": 0.3717, ""t11"": 0.3511, ""t12"": 0.4058}","{""structured_execution"": 35.3, ""quality_perfectionism"": 26.9, ""exploration_innovation"": 37.0, ""analytical_insight"": 30.6, ""influence_advocacy"": 31.4, ""collaboration_harmony"": 39.9, ""customer_orientation"": 32.5, ""learning_growth"": 25.4, ""discipline_trust"": 30.8, ""pressure_regulation"": 27.8, ""conflict_integration"": 43.5, ""responsibility_accountability"": 31.9}",taiwan_2025,0.9142029973216674,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""conflict_integration"", ""collaboration_harmony"", ""exploration_innovation"", ""structured_execution""]","[""customer_orientation"", ""responsibility_accountability"", ""influence_advocacy"", ""discipline_trust""]","[""analytical_insight"", ""pressure_regulation"", ""quality_perfectionism"", ""learning_growth""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,20,2025-10-02T21:37:34.468822,2025-10-02T21:37:34.468832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_6215b728dfbd,28.9,28.7,28.4,43.8,26.0,34.5,34.8,34.8,23.7,29.2,41.8,37.7,"{""T1"": -0.81, ""T2"": -0.57, ""T3"": -0.6, ""T4"": -0.36, ""T5"": -0.69, ""T6"": -0.21, ""T7"": -0.11, ""T8"": -0.39, ""T9"": -0.8, ""T10"": -0.95, ""T11"": -0.08, ""T12"": -0.46}","{""t1"": 0.41, ""t2"": 0.3521, ""t3"": 0.439, ""t4"": 0.4584, ""t5"": 0.3548, ""t6"": 0.3455, ""t7"": 0.3084, ""t8"": 0.4982, ""t9"": 0.4404, ""t10"": 0.4724, ""t11"": 0.3403, ""t12"": 0.3536}","{""structured_execution"": 28.9, ""quality_perfectionism"": 28.7, ""exploration_innovation"": 28.4, ""analytical_insight"": 43.8, ""influence_advocacy"": 26.0, ""collaboration_harmony"": 34.5, ""customer_orientation"": 34.8, ""learning_growth"": 34.8, ""discipline_trust"": 23.7, ""pressure_regulation"": 29.2, ""conflict_integration"": 41.8, ""responsibility_accountability"": 37.7}",taiwan_2025,0.8640161734874992,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""analytical_insight"", ""conflict_integration"", ""responsibility_accountability"", ""customer_orientation""]","[""learning_growth"", ""collaboration_harmony"", ""pressure_regulation"", ""structured_execution""]","[""quality_perfectionism"", ""exploration_innovation"", ""influence_advocacy"", ""discipline_trust""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,21,2025-10-02T21:41:50.580227,2025-10-02T21:41:50.580237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_7b64e7b8266a,29.2,42.9,26.6,30.2,30.6,33.6,33.8,29.5,27.3,33.5,32.6,36.4,"{""T1"": -0.87, ""T2"": -0.19, ""T3"": -0.84, ""T4"": -0.02, ""T5"": -0.08, ""T6"": -0.13, ""T7"": -0.49, ""T8"": -0.68, ""T9"": -0.79, ""T10"": -0.0, ""T11"": -0.27, ""T12"": -0.18}","{""t1"": 0.4011, ""t2"": 0.3187, ""t3"": 0.4956, ""t4"": 0.3418, ""t5"": 0.487, ""t6"": 0.4786, ""t7"": 0.3745, ""t8"": 0.31, ""t9"": 0.4792, ""t10"": 0.3428, ""t11"": 0.465, ""t12"": 0.3029}","{""structured_execution"": 29.2, ""quality_perfectionism"": 42.9, ""exploration_innovation"": 26.6, ""analytical_insight"": 30.2, ""influence_advocacy"": 30.6, ""collaboration_harmony"": 33.6, ""customer_orientation"": 33.8, ""learning_growth"": 29.5, ""discipline_trust"": 27.3, ""pressure_regulation"": 33.5, ""conflict_integration"": 32.6, ""responsibility_accountability"": 36.4}",taiwan_2025,0.9130938098600242,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""quality_perfectionism"", ""responsibility_accountability"", ""customer_orientation"", ""collaboration_harmony""]","[""pressure_regulation"", ""conflict_integration"", ""influence_advocacy"", ""analytical_insight""]","[""learning_growth"", ""structured_execution"", ""discipline_trust"", ""exploration_innovation""]",thurstonian_irt_v4,4.0.0-alpha,0.4,v4_pilot_2025,22,2025-10-03T00:39:10.916673,2025-10-03T00:39:10.916684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
