session_id,t1_structured_execution,t2_quality_perfectionism,t3_exploration_innovation,t4_analytical_insight,t5_influence_advocacy,t6_collaboration_harmony,t7_customer_orientation,t8_learning_growth,t9_discipline_trust,t10_pressure_regulation,t11_conflict_integration,t12_responsibility_accountability,theta_estimates,standard_errors,percentiles,norm_group,overall_confidence,dimension_reliability,response_consistency,dominant_talents,supporting_talents,lesser_talents,scoring_algorithm,algorithm_version,computation_time_ms,calibration_version,id,created_at,updated_at,t1_analytical_insight,t2_influence_advocacy,t3_collaboration_harmony,t4_pressure_regulation,t5_conflict_integration,t6_responsibility_accountability,t10_structured_execution,t11_quality_perfectionism,t12_exploration_innovation,t4_structured_execution,t5_quality_perfectionism,t6_exploration_innovation,t7_pressure_regulation,t8_conflict_integration,t9_responsibility_accountability,t10_customer_orientation,t11_learning_growth,t12_discipline_trust,t1_pressure_regulation,t2_conflict_integration,t3_responsibility_accountability,t10_analytical_insight,t11_influence_advocacy,t12_collaboration_harmony,t7_structured_execution,t8_quality_perfectionism,t9_exploration_innovation,t4_customer_orientation,t5_learning_growth,t6_discipline_trust,t1_responsibility_accountability,t6_structured_execution,t7_quality_perfectionism,t8_pressure_regulation,t9_customer_orientation,t10_discipline_trust,t11_exploration_innovation,t12_learning_growth,t1_discipline_trust,t2_structured_execution,t3_conflict_integration,t4_influence_advocacy,t5_exploration_innovation,t6_analytical_insight,t7_learning_growth,t10_quality_perfectionism,t11_customer_orientation,t9_collaboration_harmony,t10_exploration_innovation,t11_analytical_insight,t12_influence_advocacy,t1_exploration_innovation,t2_analytical_insight,t3_learning_growth,t4_discipline_trust,t5_pressure_regulation,t9_influence_advocacy,t10_conflict_integration,t1_customer_orientation,t4_exploration_innovation,t5_collaboration_harmony,t7_discipline_trust,t8_structured_execution,t9_analytical_insight,t2_collaboration_harmony,t3_quality_perfectionism,t6_conflict_integration,t8_customer_orientation,t11_structured_execution,t5_structured_execution,t10_influence_advocacy
v4_8a76783b9eb6,,,,,65.1,,,,,,,19.0,"{""T1"": 1.05, ""T2"": 2.25, ""T3"": 1.0, ""T4"": 0.94, ""T5"": 0.32, ""T6"": 0.0, ""T7"": 0.06, ""T8"": -0.48, ""T9"": -0.09, ""T10"": -0.6, ""T11"": -0.7, ""T12"": -0.74}","{""t1"": 0.3991, ""t2"": 0.3421, ""t3"": 0.3674, ""t4"": 0.3976, ""t5"": 0.4901, ""t6"": 0.4468, ""t7"": 0.4338, ""t8"": 0.4231, ""t9"": 0.3034, ""t10"": 0.3053, ""t11"": 0.3226, ""t12"": 0.4974}","{""pressure_regulation"": 94.9, ""collaboration_harmony"": 91.8, ""quality_perfectionism"": 83.7, ""discipline_trust"": 81.7, ""influence_advocacy"": 65.1, ""conflict_integration"": 58.2, ""learning_growth"": 55.7, ""customer_orientation"": 48.1, ""exploration_innovation"": 36.9, ""analytical_insight"": 29.5, ""structured_execution"": 24.8, ""responsibility_accountability"": 19.0}",taiwan_2025,0.86596383496044,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""pressure_regulation"", ""collaboration_harmony"", ""quality_perfectionism"", ""discipline_trust""]","[""influence_advocacy"", ""conflict_integration"", ""learning_growth"", ""customer_orientation""]","[""exploration_innovation"", ""analytical_insight"", ""structured_execution"", ""responsibility_accountability""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,35,2025-10-03T15:43:55.793126,2025-10-03T15:43:55.793137,,,,,,,,,,,,,,,,,,,94.9,,,29.5,,,,,36.9,,,,,,,,,,,,,,,,,,55.7,,,,,,,,,,81.7,,,,,,,,,,91.8,83.7,58.2,48.1,24.8,,
v4_97715fca2c29,,88.2,,,,,,,,,,,"{""T1"": 2.25, ""T2"": 1.23, ""T3"": 1.28, ""T4"": 0.72, ""T5"": 0.22, ""T6"": 0.12, ""T7"": 0.15, ""T8"": 0.32, ""T9"": -0.35, ""T10"": -0.47, ""T11"": -0.95, ""T12"": -0.5}","{""t1"": 0.4692, ""t2"": 0.3982, ""t3"": 0.3874, ""t4"": 0.3937, ""t5"": 0.41, ""t6"": 0.4461, ""t7"": 0.4763, ""t8"": 0.3208, ""t9"": 0.4473, ""t10"": 0.3382, ""t11"": 0.3256, ""t12"": 0.4716}","{""responsibility_accountability"": 96.5, ""quality_perfectionism"": 88.2, ""collaboration_harmony"": 84.5, ""pressure_regulation"": 81.7, ""structured_execution"": 65.1, ""analytical_insight"": 59.6, ""learning_growth"": 54.2, ""conflict_integration"": 50.3, ""exploration_innovation"": 34.7, ""influence_advocacy"": 31.5, ""customer_orientation"": 23.9, ""discipline_trust"": 21.5}",taiwan_2025,0.8655640614049229,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""responsibility_accountability"", ""quality_perfectionism"", ""collaboration_harmony"", ""pressure_regulation""]","[""structured_execution"", ""analytical_insight"", ""learning_growth"", ""conflict_integration""]","[""exploration_innovation"", ""influence_advocacy"", ""customer_orientation"", ""discipline_trust""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,36,2025-10-03T15:46:44.497552,2025-10-03T15:46:44.497563,,,84.5,81.7,,,,,,,,,,50.3,,,,21.5,,,,,,,,,34.7,,,,96.5,,,,,,,,,,,,,59.6,54.2,,23.9,,,,,,,,,,,,,,,,,,,,,,,65.1,31.5
v4_92cbe5012971,96.7,89.2,,,,,,,,,,,"{""T1"": 1.12, ""T2"": 2.43, ""T3"": 2.46, ""T4"": 0.63, ""T5"": 0.19, ""T6"": 0.09, ""T7"": 0.21, ""T8"": 0.26, ""T9"": -0.4, ""T10"": -0.36, ""T11"": -0.98, ""T12"": -0.83}","{""t1"": 0.4318, ""t2"": 0.4408, ""t3"": 0.4703, ""t4"": 0.4619, ""t5"": 0.4673, ""t6"": 0.4709, ""t7"": 0.3461, ""t8"": 0.4512, ""t9"": 0.424, ""t10"": 0.3873, ""t11"": 0.3509, ""t12"": 0.4117}","{""structured_execution"": 96.7, ""quality_perfectionism"": 89.2, ""responsibility_accountability"": 86.8, ""customer_orientation"": 79.0, ""learning_growth"": 66.3, ""discipline_trust"": 60.2, ""pressure_regulation"": 53.4, ""conflict_integration"": 52.0, ""collaboration_harmony"": 35.1, ""exploration_innovation"": 30.4, ""analytical_insight"": 23.6, ""influence_advocacy"": 18.1}",taiwan_2025,0.8555990997073435,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""structured_execution"", ""quality_perfectionism"", ""responsibility_accountability"", ""customer_orientation""]","[""learning_growth"", ""discipline_trust"", ""pressure_regulation"", ""conflict_integration""]","[""collaboration_harmony"", ""exploration_innovation"", ""analytical_insight"", ""influence_advocacy""]",thurstonian_irt_v4,4.0.0-alpha,0.2,v4_pilot_2025,37,2025-10-03T15:59:02.192292,2025-10-03T15:59:02.192300,,,,,,,,,,,,,53.4,52.0,,,,,,,86.8,,,,,,,79.0,66.3,60.2,,,,,,,,,,,,,,,,,,35.1,30.4,23.6,18.1,,,,,,,,,,,,,,,,,,,,
v4_b3d67562a67d,,,,,,,,,,,,,"{""T1"": 2.42, ""T2"": 1.89, ""T3"": 2.24, ""T4"": 0.72, ""T5"": 0.45, ""T6"": 0.13, ""T7"": 0.19, ""T8"": -0.36, ""T9"": -0.25, ""T10"": -0.37, ""T11"": -0.99, ""T12"": -0.82}","{""t1"": 0.4519, ""t2"": 0.4549, ""t3"": 0.3234, ""t4"": 0.4912, ""t5"": 0.3539, ""t6"": 0.5, ""t7"": 0.3833, ""t8"": 0.3245, ""t9"": 0.42, ""t10"": 0.4015, ""t11"": 0.3839, ""t12"": 0.3757}","{""exploration_innovation"": 94.4, ""analytical_insight"": 91.7, ""learning_growth"": 84.2, ""discipline_trust"": 81.3, ""pressure_regulation"": 64.3, ""responsibility_accountability"": 58.6, ""structured_execution"": 55.4, ""quality_perfectionism"": 49.4, ""influence_advocacy"": 36.8, ""conflict_integration"": 30.1, ""customer_orientation"": 24.6, ""collaboration_harmony"": 19.2}",taiwan_2025,0.8851400580481718,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""exploration_innovation"", ""analytical_insight"", ""learning_growth"", ""discipline_trust""]","[""pressure_regulation"", ""responsibility_accountability"", ""structured_execution"", ""quality_perfectionism""]","[""influence_advocacy"", ""conflict_integration"", ""customer_orientation"", ""collaboration_harmony""]",thurstonian_irt_v4,4.0.0-alpha,0.2,v4_pilot_2025,38,2025-10-03T15:59:06.400800,2025-10-03T15:59:06.400811,,,,,,58.6,,,,,,,,,,,,,,,,,,19.2,55.4,49.4,,,,,,,,,,,,,,,,,,,,,24.6,,,,,94.4,91.7,84.2,81.3,64.3,36.8,30.1,,,,,,,,,,,,,
v4_e1a13df4681f,,,,,,,,,,30.8,,,"{""T1"": 2.01, ""T2"": 2.02, ""T3"": 1.65, ""T4"": 0.61, ""T5"": 0.43, ""T6"": 0.33, ""T7"": 0.38, ""T8"": -0.37, ""T9"": -0.38, ""T10"": -0.15, ""T11"": -0.77, ""T12"": -0.55}","{""t1"": 0.341, ""t2"": 0.483, ""t3"": 0.365, ""t4"": 0.3901, ""t5"": 0.3292, ""t6"": 0.4482, ""t7"": 0.3906, ""t8"": 0.363, ""t9"": 0.3784, ""t10"": 0.4433, ""t11"": 0.4953, ""t12"": 0.3735}","{""customer_orientation"": 94.0, ""influence_advocacy"": 90.7, ""conflict_integration"": 84.5, ""exploration_innovation"": 79.4, ""collaboration_harmony"": 65.6, ""responsibility_accountability"": 59.4, ""discipline_trust"": 53.8, ""structured_execution"": 48.5, ""analytical_insight"": 36.5, ""pressure_regulation"": 30.8, ""quality_perfectionism"": 26.3, ""learning_growth"": 19.6}",taiwan_2025,0.9266249132405464,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""customer_orientation"", ""influence_advocacy"", ""conflict_integration"", ""exploration_innovation""]","[""collaboration_harmony"", ""responsibility_accountability"", ""discipline_trust"", ""structured_execution""]","[""analytical_insight"", ""pressure_regulation"", ""quality_perfectionism"", ""learning_growth""]",thurstonian_irt_v4,4.0.0-alpha,0.2,v4_pilot_2025,39,2025-10-03T15:59:10.658671,2025-10-03T15:59:10.658684,,90.7,,,,59.4,,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,,,84.5,,,,,,,,,,,,,,,,,,94.0,79.4,65.6,53.8,48.5,36.5,,,,,,,
v4_22dbe9f0889d,,,,,65.9,,,,,,,20.2,"{""T1"": 1.92, ""T2"": 2.41, ""T3"": 1.4, ""T4"": 0.64, ""T5"": 0.12, ""T6"": 0.44, ""T7"": 0.49, ""T8"": -0.3, ""T9"": -0.03, ""T10"": -0.86, ""T11"": -0.57, ""T12"": -0.76}","{""t1"": 0.3887, ""t2"": 0.4778, ""t3"": 0.4411, ""t4"": 0.449, ""t5"": 0.4528, ""t6"": 0.3232, ""t7"": 0.3596, ""t8"": 0.4151, ""t9"": 0.4939, ""t10"": 0.4147, ""t11"": 0.4785, ""t12"": 0.3051}","{""pressure_regulation"": 95.2, ""collaboration_harmony"": 89.3, ""quality_perfectionism"": 84.8, ""discipline_trust"": 79.3, ""influence_advocacy"": 65.9, ""conflict_integration"": 60.8, ""learning_growth"": 53.4, ""customer_orientation"": 48.1, ""exploration_innovation"": 36.1, ""analytical_insight"": 28.8, ""structured_execution"": 24.1, ""responsibility_accountability"": 20.2}",taiwan_2025,0.8834562064317552,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""pressure_regulation"", ""collaboration_harmony"", ""quality_perfectionism"", ""discipline_trust""]","[""influence_advocacy"", ""conflict_integration"", ""learning_growth"", ""customer_orientation""]","[""exploration_innovation"", ""analytical_insight"", ""structured_execution"", ""responsibility_accountability""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,40,2025-10-03T15:59:13.235031,2025-10-03T15:59:13.235041,,,,,,,,,,,,,,,,,,,95.2,,,28.8,,,,,36.1,,,,,,,,,,,,,,,,,,53.4,,,,,,,,,,79.3,,,,,,,,,,89.3,84.8,60.8,48.1,24.1,,
v4_7714fde50dc8,94.5,91.5,86.5,80.8,65.3,59.4,,,,,,,"{""T1"": 2.18, ""T2"": 1.66, ""T3"": 1.41, ""T4"": 0.7, ""T5"": 0.1, ""T6"": 0.17, ""T7"": 0.32, ""T8"": -0.0, ""T9"": -0.25, ""T10"": -0.79, ""T11"": -0.91, ""T12"": -1.0}","{""t1"": 0.348, ""t2"": 0.4552, ""t3"": 0.3072, ""t4"": 0.4844, ""t5"": 0.4869, ""t6"": 0.3617, ""t7"": 0.4008, ""t8"": 0.3396, ""t9"": 0.4704, ""t10"": 0.3002, ""t11"": 0.4209, ""t12"": 0.4423}","{""structured_execution"": 94.5, ""quality_perfectionism"": 91.5, ""exploration_innovation"": 86.5, ""analytical_insight"": 80.8, ""influence_advocacy"": 65.3, ""collaboration_harmony"": 59.4, ""pressure_regulation"": 54.3, ""conflict_integration"": 49.7, ""responsibility_accountability"": 33.1, ""customer_orientation"": 29.9, ""learning_growth"": 24.2, ""discipline_trust"": 19.1}",taiwan_2025,0.9052535632037367,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""structured_execution"", ""quality_perfectionism"", ""exploration_innovation"", ""analytical_insight""]","[""influence_advocacy"", ""collaboration_harmony"", ""pressure_regulation"", ""conflict_integration""]","[""responsibility_accountability"", ""customer_orientation"", ""learning_growth"", ""discipline_trust""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,41,2025-10-03T16:00:29.157649,2025-10-03T16:00:29.157657,,,,,,,,,,,,,54.3,49.7,33.1,29.9,24.2,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_370b6c6d3ec8,94.6,88.2,86.4,81.2,63.1,59.5,31.1,24.0,21.7,56.8,50.4,36.8,"{""T1"": 2.08, ""T2"": 1.33, ""T3"": 1.81, ""T4"": 0.62, ""T5"": 0.04, ""T6"": 0.46, ""T10"": 0.43, ""T11"": 0.29, ""T12"": -0.12, ""T7"": -0.15, ""T8"": -0.84, ""T9"": -0.95}","{""t1"": 0.461, ""t2"": 0.4517, ""t3"": 0.4615, ""t4"": 0.4794, ""t5"": 0.4607, ""t6"": 0.4211, ""t7"": 0.3239, ""t8"": 0.3987, ""t9"": 0.3674, ""t10"": 0.3065, ""t11"": 0.4991, ""t12"": 0.4057}","{""structured_execution"": 94.6, ""quality_perfectionism"": 88.2, ""exploration_innovation"": 86.4, ""analytical_insight"": 81.2, ""influence_advocacy"": 63.1, ""collaboration_harmony"": 59.5, ""pressure_regulation"": 56.8, ""conflict_integration"": 50.4, ""responsibility_accountability"": 36.8, ""customer_orientation"": 31.1, ""learning_growth"": 24.0, ""discipline_trust"": 21.7}",taiwan_2025,0.8876477407327269,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""structured_execution"", ""quality_perfectionism"", ""exploration_innovation"", ""analytical_insight""]","[""influence_advocacy"", ""collaboration_harmony"", ""pressure_regulation"", ""conflict_integration""]","[""responsibility_accountability"", ""customer_orientation"", ""learning_growth"", ""discipline_trust""]",thurstonian_irt_v4,4.0.0-alpha,0.3,v4_pilot_2025,42,2025-10-03T16:05:13.452235,2025-10-03T16:05:13.452249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_feda08de8341,93.8,91.0,29.1,26.7,18.5,35.4,81.2,65.1,61.6,53.6,49.7,84.8,"{""T1"": 1.55, ""T2"": 2.45, ""T12"": 1.75, ""T7"": 0.77, ""T8"": 0.42, ""T9"": 0.45, ""T10"": 0.05, ""T11"": -0.09, ""T6"": -0.33, ""T3"": -0.95, ""T4"": -0.61, ""T5"": -0.56}","{""t1"": 0.3734, ""t2"": 0.4111, ""t3"": 0.3126, ""t4"": 0.3905, ""t5"": 0.4901, ""t6"": 0.4837, ""t7"": 0.3359, ""t8"": 0.372, ""t9"": 0.481, ""t10"": 0.3523, ""t11"": 0.4514, ""t12"": 0.407}","{""structured_execution"": 93.8, ""quality_perfectionism"": 91.0, ""responsibility_accountability"": 84.8, ""customer_orientation"": 81.2, ""learning_growth"": 65.1, ""discipline_trust"": 61.6, ""pressure_regulation"": 53.6, ""conflict_integration"": 49.7, ""collaboration_harmony"": 35.4, ""exploration_innovation"": 29.1, ""analytical_insight"": 26.7, ""influence_advocacy"": 18.5}",taiwan_2025,0.9232200391441058,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""structured_execution"", ""quality_perfectionism"", ""responsibility_accountability"", ""customer_orientation""]","[""learning_growth"", ""discipline_trust"", ""pressure_regulation"", ""conflict_integration""]","[""collaboration_harmony"", ""exploration_innovation"", ""analytical_insight"", ""influence_advocacy""]",thurstonian_irt_v4,4.0.0-alpha,0.4,v4_pilot_2025,43,2025-10-03T16:06:06.889337,2025-10-03T16:06:06.889363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_750be3ac07bd,56.1,48.5,95.4,89.9,33.6,19.6,26.1,85.8,81.5,64.7,28.8,58.8,"{""T3"": 2.26, ""T4"": 1.56, ""T8"": 1.18, ""T9"": 0.74, ""T10"": 0.4, ""T12"": 0.06, ""T1"": 0.0, ""T2"": -0.36, ""T5"": -0.22, ""T11"": -0.5, ""T7"": -0.74, ""T6"": -0.92}","{""t1"": 0.3469, ""t2"": 0.3476, ""t3"": 0.3817, ""t4"": 0.3172, ""t5"": 0.4918, ""t6"": 0.3023, ""t7"": 0.3943, ""t8"": 0.4454, ""t9"": 0.3941, ""t10"": 0.3677, ""t11"": 0.44, ""t12"": 0.3505}","{""exploration_innovation"": 95.4, ""analytical_insight"": 89.9, ""learning_growth"": 85.8, ""discipline_trust"": 81.5, ""pressure_regulation"": 64.7, ""responsibility_accountability"": 58.8, ""structured_execution"": 56.1, ""quality_perfectionism"": 48.5, ""influence_advocacy"": 33.6, ""conflict_integration"": 28.8, ""customer_orientation"": 26.1, ""collaboration_harmony"": 19.6}",taiwan_2025,0.9225199881436945,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""exploration_innovation"", ""analytical_insight"", ""learning_growth"", ""discipline_trust""]","[""pressure_regulation"", ""responsibility_accountability"", ""structured_execution"", ""quality_perfectionism""]","[""influence_advocacy"", ""conflict_integration"", ""customer_orientation"", ""collaboration_harmony""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,44,2025-10-03T16:06:11.129754,2025-10-03T16:06:11.129767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_58ad1d92d898,48.6,23.6,78.8,35.6,90.0,63.3,94.7,21.3,55.5,30.7,86.8,59.3,"{""T7"": 2.39, ""T5"": 2.21, ""T11"": 1.57, ""T3"": 0.81, ""T6"": 0.08, ""T12"": 0.05, ""T9"": 0.0, ""T1"": -0.42, ""T4"": -0.2, ""T10"": -0.01, ""T2"": -0.75, ""T8"": -0.75}","{""t1"": 0.348, ""t2"": 0.4455, ""t3"": 0.4707, ""t4"": 0.4003, ""t5"": 0.3529, ""t6"": 0.4, ""t7"": 0.4048, ""t8"": 0.3919, ""t9"": 0.3308, ""t10"": 0.4718, ""t11"": 0.3544, ""t12"": 0.3292}","{""customer_orientation"": 94.7, ""influence_advocacy"": 90.0, ""conflict_integration"": 86.8, ""exploration_innovation"": 78.8, ""collaboration_harmony"": 63.3, ""responsibility_accountability"": 59.3, ""discipline_trust"": 55.5, ""structured_execution"": 48.6, ""analytical_insight"": 35.6, ""pressure_regulation"": 30.7, ""quality_perfectionism"": 23.6, ""learning_growth"": 21.3}",taiwan_2025,0.9255246447356845,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""customer_orientation"", ""influence_advocacy"", ""conflict_integration"", ""exploration_innovation""]","[""collaboration_harmony"", ""responsibility_accountability"", ""discipline_trust"", ""structured_execution""]","[""analytical_insight"", ""pressure_regulation"", ""quality_perfectionism"", ""learning_growth""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,45,2025-10-03T16:06:15.398931,2025-10-03T16:06:15.398942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_61068e55c9d3,23.9,84.5,35.2,29.2,66.3,89.2,48.6,56.4,79.2,93.3,58.9,18.0,"{""T10"": 1.18, ""T6"": 1.84, ""T2"": 1.1, ""T9"": 0.84, ""T5"": 0.28, ""T11"": 0.36, ""T8"": 0.23, ""T7"": -0.47, ""T3"": -0.08, ""T4"": -0.82, ""T1"": -0.86, ""T12"": -0.81}","{""t1"": 0.4688, ""t2"": 0.4239, ""t3"": 0.4362, ""t4"": 0.3055, ""t5"": 0.3254, ""t6"": 0.433, ""t7"": 0.4201, ""t8"": 0.426, ""t9"": 0.4465, ""t10"": 0.4987, ""t11"": 0.4894, ""t12"": 0.4757}","{""pressure_regulation"": 93.3, ""collaboration_harmony"": 89.2, ""quality_perfectionism"": 84.5, ""discipline_trust"": 79.2, ""influence_advocacy"": 66.3, ""conflict_integration"": 58.9, ""learning_growth"": 56.4, ""customer_orientation"": 48.6, ""exploration_innovation"": 35.2, ""analytical_insight"": 29.2, ""structured_execution"": 23.9, ""responsibility_accountability"": 18.0}",taiwan_2025,0.9483368042798417,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""pressure_regulation"", ""collaboration_harmony"", ""quality_perfectionism"", ""discipline_trust""]","[""influence_advocacy"", ""conflict_integration"", ""learning_growth"", ""customer_orientation""]","[""exploration_innovation"", ""analytical_insight"", ""structured_execution"", ""responsibility_accountability""]",thurstonian_irt_v4,4.0.0-alpha,0.2,v4_pilot_2025,46,2025-10-03T16:06:18.038383,2025-10-03T16:06:18.038406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_1941b1e4a136,84.6,90.6,21.8,61.7,56.5,81.0,23.5,28.1,49.5,63.3,33.6,94.8,"{""T12"": 1.32, ""T2"": 1.46, ""T1"": 2.36, ""T6"": 0.87, ""T10"": 0.08, ""T4"": 0.36, ""T5"": 0.14, ""T9"": -0.13, ""T11"": -0.44, ""T8"": -0.87, ""T7"": -0.99, ""T3"": -0.59}","{""t1"": 0.3049, ""t2"": 0.3295, ""t3"": 0.3659, ""t4"": 0.3568, ""t5"": 0.3949, ""t6"": 0.4232, ""t7"": 0.3121, ""t8"": 0.3635, ""t9"": 0.4472, ""t10"": 0.3923, ""t11"": 0.3442, ""t12"": 0.3137}","{""responsibility_accountability"": 94.8, ""quality_perfectionism"": 90.6, ""structured_execution"": 84.6, ""collaboration_harmony"": 81.0, ""pressure_regulation"": 63.3, ""analytical_insight"": 61.7, ""influence_advocacy"": 56.5, ""discipline_trust"": 49.5, ""conflict_integration"": 33.6, ""learning_growth"": 28.1, ""customer_orientation"": 23.5, ""exploration_innovation"": 21.8}",taiwan_2025,0.87740272891921,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""responsibility_accountability"", ""quality_perfectionism"", ""structured_execution"", ""collaboration_harmony""]","[""pressure_regulation"", ""analytical_insight"", ""influence_advocacy"", ""discipline_trust""]","[""conflict_integration"", ""learning_growth"", ""customer_orientation"", ""exploration_innovation""]",thurstonian_irt_v4,4.0.0-alpha,0.3,v4_pilot_2025,47,2025-10-03T16:27:51.077251,2025-10-03T16:27:51.077263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
